class	url	experimental	unstable	obsolete	deprecated	description
SVGStylable	/en-US/docs/Web/API/SVGStylable	false	false	false	false	The SVGStylable interface is implemented on all objects corresponding to SVG elements that can have style, class and presentation attributes specified on them.
SVGStyleElement	/en-US/docs/Web/API/SVGStyleElement	false	false	false	false	The SVGStyleElement interface corresponds to the SVG <style> element.
SVGSwitchElement	/en-US/docs/Web/API/SVGSwitchElement	false	false	false	false	The SVGSwitchElement interface corresponds to the <switch> element.
SVGSymbolElement	/en-US/docs/Web/API/SVGSymbolElement	false	false	false	false	The SVGSymbolElement interface corresponds to the <symbol> element.
SVGTRefElement	/en-US/docs/Web/API/SVGTRefElement	false	false	false	true	The SVGTRefElement interface corresponds to the <tref> elements.
SVGTSpanElement	/en-US/docs/Web/API/SVGTSpanElement	false	false	false	false	The SVGTSpanElement interface represents a <tspan> element.
SVGTests	/en-US/docs/Web/API/SVGTests	false	false	false	false	The SVGTests interface is used to reflect conditional processing attributes and is mixed into other interfaces for elements that support these attributes.
SVGTextContentElement	/en-US/docs/Web/API/SVGTextContentElement	false	false	false	false	The SVGTextContentElement interface is implemented by elements that support rendering child text content. It is inherited by various text-related interfaces, such as SVGTextElement, SVGTSpanElement, SVGTRefElement, SVGAltGlyphElement and SVGTextPathElement.
SVGTextElement	/en-US/docs/Web/API/SVGTextElement	false	false	false	false	The SVGTextElement interface corresponds to the <text> elements.
SVGTextPathElement	/en-US/docs/Web/API/SVGTextPathElement	false	false	false	false	The SVGTextPathElement interface corresponds to the <textPath> element.
SVGTextPositioningElement	/en-US/docs/Web/API/SVGTextPositioningElement	false	false	false	false	The SVGTextPositioningElement interface is implemented by elements that support attributes that position individual text glyphs. It is inherited by SVGTextElement, SVGTSpanElement, SVGTRefElement and SVGAltGlyphElement.
SVGTitleElement	/en-US/docs/Web/API/SVGTitleElement	false	false	false	false	The SVGTitleElement interface corresponds to the <title> element.
SVGTransform	/en-US/docs/Web/API/SVGTransform	false	false	false	false	SVGTransform is the interface for one of the component transformations within an SVGTransformList; thus, an SVGTransform object corresponds to a single component (e.g., scale(…) or matrix(…)) within a transform attribute.
SVGTransformList	/en-US/docs/Web/API/SVGTransformList	false	false	false	false	The SVGTransformList defines a list of SVGTransform objects.
SVGTransformable	/en-US/docs/Web/API/SVGTransformable	false	false	false	false	Interface SVGTransformable contains properties and methods that apply to all elements which have attribute transform.
SVGURIReference	/en-US/docs/Web/API/SVGURIReference	false	false	false	false	The SVGURIReference interface is used to reflect the href attribute and the deprecated xlink:href attribute.
SVGUnitTypes	/en-US/docs/Web/API/SVGUnitTypes	false	false	false	false	The SVGUnitTypes interface defines a commonly used set of constants used for reflecting gradientUnits, patternContentUnits and other similar attributes.
SVGUseElement	/en-US/docs/Web/API/SVGUseElement	false	false	false	false	The SVGUseElement interface corresponds to the <use> element.
SVGVKernElement	/en-US/docs/Web/API/SVGVKernElement	false	false	false	true	The SVGVKernElement interface corresponds to the <vkern> elements.
SVGViewElement	/en-US/docs/Web/API/SVGViewElement	false	false	false	false	The SVGViewElement interface provides access to the properties of <view> elements, as well as methods to manipulate them.
SVGZoomAndPan	/en-US/docs/Web/API/SVGZoomAndPan	false	false	false	false	The SVGZoomAndPan interface is used to reflect the zoomAndPan attribute, and is mixed in to other interfaces for elements that support this attribute.
Screen	/en-US/docs/Web/API/Screen	false	false	false	false	The Screen interface represents a screen, usually the one on which the current window is being rendered, and is obtained using window.screen.
ScreenOrientation	/en-US/docs/Web/API/ScreenOrientation	false	false	false	false	The ScreenOrientation interface of the the Screen Orientation API provides information about the current orientation of the document.
ScriptProcessorNode	/en-US/docs/Web/API/ScriptProcessorNode	false	false	false	true	The ScriptProcessorNode interface allows the generation, processing, or analyzing of audio using JavaScript.
ScrollToOptions	/en-US/docs/Web/API/ScrollToOptions	false	false	false	false	The ScrollToOptions dictionary of the CSSOM View spec contains properties specifying where an element should be scrolled to, and whether the scrolling should be smooth.
SecurityPolicyViolationEvent	/en-US/docs/Web/API/SecurityPolicyViolationEvent	true	false	false	false	The SecurityPolicyViolationEvent interface inherits from Event, and represents the event object of an event sent on a document or worker when its content security policy is violated.
Selection	/en-US/docs/Web/API/Selection	true	false	false	false	A Selection object represents the range of text selected by the user or the current position of the caret. To obtain a Selection object for examination or manipulation, call window.getSelection().
Sensor	/en-US/docs/Web/API/Sensor	false	false	false	false	The Sensor interface of the the Sensor APIs is the base class for all the other sensor interfaces. This interface cannot be used directly. Instead it provides properties, event handlers, and methods accessed by interfaces that inherit from it.
SensorErrorEvent	/en-US/docs/Web/API/SensorErrorEvent	false	false	false	false	The SensorErrorEvent interface of the Sensor APIs provides information about errors thrown by a Sensor or related interface. 
ServiceWorker	/en-US/docs/Web/API/ServiceWorker	false	false	false	false	The ServiceWorker interface of the Service Worker API provides a reference to a service worker. Multiple browsing contexts (e.g. pages, workers, etc.) can be associated with the same service worker, each through a unique ServiceWorker object.
ServiceWorkerContainer	/en-US/docs/Web/API/ServiceWorkerContainer	false	false	false	false	The ServiceWorkerContainer interface of the Service Worker API provides an object representing the service worker as an overall unit in the network ecosystem, including facilities to register, unregister and update service workers, and access the state of service workers and their registrations.
ServiceWorkerGlobalScope	/en-US/docs/Web/API/ServiceWorkerGlobalScope	false	false	false	false	The ServiceWorkerGlobalScope interface of the Service Worker API represents the global execution context of a service worker.
ServiceWorkerMessageEvent	/en-US/docs/Web/API/ServiceWorkerMessageEvent	true	false	false	true	The ServiceWorkerMessageEvent interface of the ServiceWorker API contains information about an event sent to a ServiceWorkerContainer target. This extends the default message event to allow setting a ServiceWorker object as the source of a message. The event object is accessed via the handler function of a message event, when fired by a message received from a service worker.
ServiceWorkerRegistration	/en-US/docs/Web/API/ServiceWorkerRegistration	false	false	false	false	The ServiceWorkerRegistration interface of the Service Worker API represents the service worker registration. You register a service worker to control one or more pages that share the same origin.
ServiceWorkerState	/en-US/docs/Web/API/ServiceWorkerState	false	false	false	false	The ServiceWorkerState is associated with its ServiceWorker's state.
ShadowRoot	/en-US/docs/Web/API/ShadowRoot	false	false	false	false	The ShadowRoot interface of the Shadow DOM API is the root node of a DOM subtree that is rendered separately from a document's main DOM tree.
SharedWorker	/en-US/docs/Web/API/SharedWorker	false	false	false	false	The SharedWorker interface represents a specific kind of worker that can be accessed from several browsing contexts, such as several windows, iframes or even workers. They implement an interface different than dedicated workers and have a different global scope, SharedWorkerGlobalScope.
SharedWorkerGlobalScope	/en-US/docs/Web/API/SharedWorkerGlobalScope	false	false	false	false	The SharedWorkerGlobalScope object (the SharedWorker global scope) is accessible through the self keyword. Some additional global functions, namespaces objects, and constructors, not typically associated with the worker global scope, but available on it, are listed in the JavaScript Reference. See the complete list of functions available to workers.
Slottable	/en-US/docs/Web/API/Slottable	false	false	false	false	The Slottable mixin defines features that allow nodes to become the contents of a <slot> element — the following features are included in both Element and Text.
SourceBuffer	/en-US/docs/Web/API/SourceBuffer	true	false	false	false	The SourceBuffer interface represents a chunk of media to be passed into an HTMLMediaElement and played, via a MediaSource object. This can be made up of one or several media segments.
SourceBufferList	/en-US/docs/Web/API/SourceBufferList	true	false	false	false	The SourceBufferList interface represents a simple container list for multiple SourceBuffer objects.
SpeechGrammar	/en-US/docs/Web/API/SpeechGrammar	true	false	false	false	The SpeechGrammar interface of the Web Speech API represents a set of words or patterns of words that we want the recognition service to recognize.
SpeechGrammarList	/en-US/docs/Web/API/SpeechGrammarList	true	false	false	false	The SpeechGrammarList interface of the Web Speech API represents a list of SpeechGrammar objects containing words or patterns of words that we want the recognition service to recognize.
SpeechRecognition	/en-US/docs/Web/API/SpeechRecognition	true	false	false	false	The SpeechRecognition interface of the Web Speech API is the controller interface for the recognition service; this also handles the SpeechRecognitionEvent sent from the recognition service.
SpeechRecognitionAlternative	/en-US/docs/Web/API/SpeechRecognitionAlternative	true	false	false	false	The SpeechRecognitionAlternative interface of the Web Speech API represents a single word that has been recognised by the speech recognition service.
SpeechRecognitionError	/en-US/docs/Web/API/SpeechRecognitionError	true	false	false	false	The SpeechRecognitionError interface of the Web Speech API represents error messages from the recognition service.
SpeechRecognitionErrorEvent	/en-US/docs/Web/API/SpeechRecognitionErrorEvent	false	false	false	false	The SpeechRecognitionErrorEvent interface of the Web Speech API represents error messages from the recognition service.
SpeechRecognitionEvent	/en-US/docs/Web/API/SpeechRecognitionEvent	true	false	false	false	The SpeechRecognitionEvent interface of the Web Speech API represents the event object for the result and nomatch events, and contains all the data associated with an interim or final speech recognition result.
SpeechRecognitionResult	/en-US/docs/Web/API/SpeechRecognitionResult	true	false	false	false	The SpeechRecognitionResult interface of the Web Speech API represents a single recognition match, which may contain multiple SpeechRecognitionAlternative objects.
SpeechRecognitionResultList	/en-US/docs/Web/API/SpeechRecognitionResultList	true	false	false	false	The SpeechRecognitionResultList interface of the Web Speech API represents a list of SpeechRecognitionResult objects, or a single one if results are being captured in continuous mode.
SpeechSynthesis	/en-US/docs/Web/API/SpeechSynthesis	true	false	false	false	The SpeechSynthesis interface of the Web Speech API is the controller interface for the speech service; this can be used to retrieve information about the synthesis voices available on the device, start and pause speech, and other commands besides.
SpeechSynthesisErrorEvent	/en-US/docs/Web/API/SpeechSynthesisErrorEvent	true	false	false	false	The SpeechSynthesisErrorEvent interface of the Web Speech API contains information about any errors that occur while processing SpeechSynthesisUtterance objects in the speech service.
SpeechSynthesisEvent	/en-US/docs/Web/API/SpeechSynthesisEvent	true	false	false	false	The SpeechSynthesisEvent interface of the Web Speech API contains information about the current state of SpeechSynthesisUtterance objects that have been processed in the speech service.
SpeechSynthesisUtterance	/en-US/docs/Web/API/SpeechSynthesisUtterance	true	false	false	false	The SpeechSynthesisUtterance interface of the Web Speech API represents a speech request. It contains the content the speech service should read and information about how to read it (e.g. language, pitch and volume.)
SpeechSynthesisVoice	/en-US/docs/Web/API/SpeechSynthesisVoice	true	false	false	false	The SpeechSynthesisVoice interface of the Web Speech API represents a voice that the system supports. Every SpeechSynthesisVoice has its own relative speech service including information about language, name and URI.
StaticRange	/en-US/docs/Web/API/StaticRange	false	false	false	false	The DOM StaticRange interface extends AbstractRange to provide a method to specify a range of content in the DOM whose contents don't update to reflect changes which occur within the DOM tree.
StereoPannerNode	/en-US/docs/Web/API/StereoPannerNode	false	false	false	false	The pan property takes a unitless value between -1 (full left pan) and 1 (full right pan). This interface was introduced as a much simpler way to apply a simple panning effect than having to use a full PannerNode.
Storage	/en-US/docs/Web/API/Storage	false	false	false	false	The Storage interface of the Web Storage API provides access to a particular domain's session or local storage. It allows, for example, the addition, modification, or deletion of stored data items.
StorageEstimate	/en-US/docs/Web/API/StorageEstimate	false	false	false	false	The StorageEstimate dictionary is used by the StorageManager to provide estimates of the size of a site's or application's data store and how much of it is in use. The estimate() method returns an object that conforms to this dictionary when its Promise resolves.
StorageEvent	/en-US/docs/Web/API/StorageEvent	false	false	false	false	A StorageEvent is sent to a window when a storage area it has access to is changed within the context of another document.
StorageManager	/en-US/docs/Web/API/StorageManager	false	false	false	false	The StorageManager interface of the the Storage API provides an interface for managing persistance permissions and estimating available storage. You can get a reference to this interface using either navigator.storage or WorkerNavigator.storage.
StorageQuota	/en-US/docs/Web/API/StorageQuota	true	false	false	false	The storageQuota property of the Navigator interface of the Quota Management API provides means to query and request storage usage and quota information.
StylePropertyMap	/en-US/docs/Web/API/StylePropertyMap	true	false	false	false	The StylePropertyMap interface of the the CSS Typed Object Model API provides a representation of a CSS declaration block that is an alternative to CSSStyleDeclaration.
StylePropertyMapReadOnly	/en-US/docs/Web/API/StylePropertyMapReadOnly	true	false	false	false	The StylePropertyMapReadOnly interface of the the CSS Typed Object Model API provides a read-only representation of a CSS declaration block that is an alternative to CSSStyleDeclaration. Retrieve an instance of this interface using Element.computedStyleMap().
StyleSheet	/en-US/docs/Web/API/StyleSheet	false	false	false	false	An object implementing the StyleSheet interface represents a single style sheet. CSS style sheets will further implement the more specialized CSSStyleSheet interface.
StyleSheetList	/en-US/docs/Web/API/StyleSheetList	false	false	false	false	The StyleSheetList interface represents a list of StyleSheet.
SubmitEvent	/en-US/docs/Web/API/SubmitEvent	false	false	false	false	The SubmitEvent interface defines the object used to represent an HTML form's submit event. This event is fired at the <form> when the form's submit action is invoked.
SubtleCrypto	/en-US/docs/Web/API/SubtleCrypto	false	false	false	false	The SubtleCrypto interface of the Web Crypto API provides a number of low-level cryptographic functions. Access to the features of SubtleCrypto is obtained through the subtle property of the Crypto object you get from Window.crypto.
SyncEvent	/en-US/docs/Web/API/SyncEvent	false	true	false	false	The SyncEvent interface represents a sync action that is dispatched on the ServiceWorkerGlobalScope of a ServiceWorker. 
SyncManager	/en-US/docs/Web/API/SyncManager	false	true	false	false	The SyncManager interface of the the ServiceWorker API provides an interface for registering and listing sync registrations.
TaskAttributionTiming	/en-US/docs/Web/API/TaskAttributionTiming	true	false	false	false	The TaskAttributionTiming interface of the Long Tasks API returns information about the work involved in a long task and its associate frame context. The frame context, also called the container, is the iframe, embed or object that is being implicated, on the whole, for a long task.
Text	/en-US/docs/Web/API/Text	false	false	false	false	The Text interface represents the textual content of Element or Attr. 
TextDecoder	/en-US/docs/Web/API/TextDecoder	true	false	false	false	The TextDecoder interface represents a decoder for a specific text encoding, such as UTF-8, ISO-8859-2, KOI8-R, GBK, etc. A decoder takes a stream of bytes as input and emits a stream of code points.
TextEncoder	/en-US/docs/Web/API/TextEncoder	true	false	false	false	TextEncoder takes a stream of code points as input and emits a stream of UTF-8 bytes.
TextMetrics	/en-US/docs/Web/API/TextMetrics	false	false	false	false	The TextMetrics interface represents the dimensions of a piece of text in the canvas; a textMetrics() instance can be retrieved using the CanvasRenderingContext2D.measureText() method.
TextRange	/en-US/docs/Web/API/TextRange	false	false	false	false	A TextRange object represents a fragment of text in a document, similar to the standard defined Range interface.
TextTrack	/en-US/docs/Web/API/TextTrack	false	false	false	false	This interface also inherits properties from EventTarget.
TextTrackCue	/en-US/docs/Web/API/TextTrackCue	false	false	false	false	TextTrackCue is an abstract class which is used as the basis for the various derived cue types, such as VTTCue; you will instead work with those derived types.
TextTrackList	/en-US/docs/Web/API/TextTrackList	false	false	false	false	The TextTrackList interface is used to represent a list of the text tracks defined by the <track> element, with each track represented by a separate textTrack object in the list.
TimeEvent	/en-US/docs/Web/API/TimeEvent	false	false	false	false	The TimeEvent interface, a part of SVG SMIL animation, provides specific contextual information associated with Time events.
TimeRanges	/en-US/docs/Web/API/TimeRanges	false	false	false	false	The TimeRanges interface is used to represent a set of time ranges, primarily for the purpose of tracking which portions of media have been buffered when loading it for use by the <audio> and <video> elements.
Touch	/en-US/docs/Web/API/Touch	false	false	false	false	The Touch interface represents a single contact point on a touch-sensitive device. The contact point is commonly a finger or stylus and the device may be a touchscreen or trackpad.
TouchEvent	/en-US/docs/Web/API/TouchEvent	false	false	false	false	The TouchEvent interface represents an UIEvent which is sent when the state of contacts with a touch-sensitive surface changes. This surface can be a touch screen or trackpad, for example. The event can describe one or more points of contact with the screen and includes support for detecting movement, addition and removal of contact points, and so forth.
TouchList	/en-US/docs/Web/API/TouchList	false	false	false	false	The TouchList interface represents a list of contact points on a touch surface. For example, if the user has three fingers on the touch surface (such as a screen or trackpad), the corresponding TouchList object would have one Touch object for each finger, for a total of three entries.
TrackDefault	/en-US/docs/Web/API/TrackDefault	true	false	false	false	The TrackDefault interface provides a SourceBuffer with kind, label, and language information for tracks that do not contain this information in the initialization segments of a media chunk.
TrackDefaultList	/en-US/docs/Web/API/TrackDefaultList	true	false	false	false	The TrackDefaultList interface represents a simple container list for multiple TrackDefault objects.
TrackEvent	/en-US/docs/Web/API/TrackEvent	false	false	false	false	The TrackEvent interface, which is part of the HTML DOM specification, is used for events which represent changes to a set of available tracks on an HTML media element; these events are addtrack and removetrack.
Transferable	/en-US/docs/Web/API/Transferable	false	false	false	false	The Transferable interface represents an object that can be transfered between different execution contexts, like the main thread and Web workers.
TransformStream	/en-US/docs/Web/API/TransformStream	false	false	false	false	The TransformStream interface of the Streams API represents a set of transformable data.
TransitionEvent	/en-US/docs/Web/API/TransitionEvent	true	false	false	false	The TransitionEvent interface represents events providing information related to transitions.
TreeWalker	/en-US/docs/Web/API/TreeWalker	false	false	false	false	The TreeWalker object represents the nodes of a document subtree and a position within them.
TypeInfo	/en-US/docs/Web/API/TypeInfo	false	false	true	false	The obsolete TypeInfo interface was intended to be used to describe a DOM data type by keying its name to a namespace within the document's schema.
UIEvent	/en-US/docs/Web/API/UIEvent	false	false	false	false	The UIEvent interface represents simple user interface events.
ULongRange	/en-US/docs/Web/API/ULongRange	false	false	false	false	The ULongRange dictionary is used to define a range of permitted integer values for a property, with either or both a maximum and minimum value specified. The ConstrainULongRange dictionary is based on this, augmenting it to support exact and ideal values as well.
URL	/en-US/docs/Web/API/URL	false	false	false	false	The URL interface is used to parse, construct, normalize, and encode URLs. It works by providing properties which allow you to easily read and modify the components of a URL.
URLSearchParams	/en-US/docs/Web/API/URLSearchParams	false	false	false	false	The URLSearchParams interface defines utility methods to work with the query string of a URL.
URLUtilsReadOnly	/en-US/docs/Web/API/URLUtilsReadOnly	false	false	true	false	The obsolete URLUtilsReadOnly interface previously defined utility methods for working with URLs. These were then inherited by other interfaces, such as WorkerLocation.
USB	/en-US/docs/Web/API/USB	false	false	false	false	The USB interface of the WebUSB API provides attributes and methods for finding and connecting USB devices from a web page.
USBAlternateInterface	/en-US/docs/Web/API/USBAlternateInterface	true	false	false	false	The USBAlternateInterface interface of the WebUSB API provides information about a particular configuration of an interface provided by the USB device. An interface includes one or more alternate settings which can configure a set of endpoints based on the operating mode of the device.
USBConfiguration	/en-US/docs/Web/API/USBConfiguration	false	false	false	false	The USBConfiguration interface of the WebUSB API provides information about a particular configuration of a USB device and the interfaces that it supports.
USBDevice	/en-US/docs/Web/API/USBDevice	false	false	false	false	The USBDevice interface of the the WebUSB API provides access to metadata about a paired USB device and methods for controlling it.
USBEndpoint	/en-US/docs/Web/API/USBEndpoint	false	false	false	false	The USBEndpoint interface of the WebUSB API provides information about an endpoint provided by the USB device. An endpoint represents a unidirectional data stream into or out of a device.
USBInTransferResult	/en-US/docs/Web/API/USBInTransferResult	true	false	false	false	The USBInTransferResult interface of the WebUSB API provides the result from a call to the transferIn() and controlTransferIn() methods of the USBDevice interface. It represents the result from requesting a transfer of data from the USB device to the USB host.
USBInterface	/en-US/docs/Web/API/USBInterface	true	false	false	false	The USBInterface interface of the WebUSB API provides information about an interface provided by the USB device. An interface represents a feature of the device which implements a particular protocol and may contain endpoints for bidirectional communication.
USBIsochronousInTransferPacket	/en-US/docs/Web/API/USBIsochronousInTransferPacket	true	false	false	false	The USBIsochronousInTransferPacket interface of the WebUSB API is part of the response from a call to the isochronousTransferIn() method of the USBDevice interface. It represents the status of an individual packet from a request to transfer data from the USB device to the USB host over an isochronous endpoint.
USBIsochronousInTransferResult	/en-US/docs/Web/API/USBIsochronousInTransferResult	true	false	false	false	The USBIsochronousInTransferResult interface of the WebUSB API provides the result from a call to the isochronousTransferIn() method of the USBDevice interface. It represents the result from requesting a transfer of data from the USB device to the USB host.
USBIsochronousOutTransferPacket	/en-US/docs/Web/API/USBIsochronousOutTransferPacket	true	false	false	false	The USBIsochronousOutTransferPacket interface of the WebUSB API is part of the response from a call to the isochronousTransferOut() method of the USBDevice interface. It represents the status of an individual packet from a request to transfer data from the USB host to the USB device over an isochronous endpoint.
USBIsochronousOutTransferResult	/en-US/docs/Web/API/USBIsochronousOutTransferResult	true	false	false	false	The USBIsochronousOutTransferResult interface of the WebUSB API provides the result from a call to the isochronousTransferOut() method of the USBDevice interface. It represents the result from requesting a transfer of data from the USB host to the USB device.
USBOutTransferResult	/en-US/docs/Web/API/USBOutTransferResult	true	false	false	false	The USBOutTransferResult interface of the WebUSB API provides the result from a call to the transferOut() and controlTransferOut() methods of the USBDevice interface. It represents the result from requesting a transfer of data from the USB host to the USB device.
USVString	/en-US/docs/Web/API/USVString	false	false	false	false	A USVString is a sequence of Unicode scalar values. This definition differs from that of DOMString or the JavaScript String type in that it always represents a valid sequence suitable for text processing, while the latter can contain surrogate code points. The USVString type is generally found in APIs that perform text processing, while DOMString is used by most other APIs.
UserDataHandler	/en-US/docs/Web/API/UserDataHandler	false	false	true	false	When associating user data with a key on a node, Node.setUserData() can also accept, in its third argument, a handler which will be called when the object is cloned, imported, deleted, renamed, or adopted. Per the specification, exceptions should not be thrown in a UserDataHandler. In both document.importNode() and Node.cloneNode(), although user data is not copied over, the handler will be called.
UserProximityEvent	/en-US/docs/Web/API/UserProximityEvent	true	false	false	false	The UserProximityEvent indicates whether a nearby physical object is present by using the proximity sensor of a device.
VRDisplay	/en-US/docs/Web/API/VRDisplay	true	false	false	false	The VRDisplay interface of the WebVR API represents any VR device supported by this API. It includes generic information such as device IDs and descriptions, as well as methods for starting to present a VR scene, retrieving eye parameters and display capabilities, and other important functionality.
VRDisplayCapabilities	/en-US/docs/Web/API/VRDisplayCapabilities	true	false	false	false	The VRDisplayCapabilities interface of the WebVR API describes the capabilities of a VRDisplay — its features can be used to perform VR device capability tests, for example can it return position information.
VRDisplayEvent	/en-US/docs/Web/API/VRDisplayEvent	true	false	false	false	The VRDisplayEvent interface of the WebVR API represents represents the event object of WebVR-related events (see the list of WebVR window extensions).
VREyeParameters	/en-US/docs/Web/API/VREyeParameters	true	false	false	false	The VREyeParameters interface of the WebVR API represents all the information required to correctly render a scene for a given eye, including field of view information.
VRFieldOfView	/en-US/docs/Web/API/VRFieldOfView	true	false	false	false	The VRFieldOfView interface of the WebVR API represents a field of view defined by 4 different degree values describing the view from a center point.
VRFrameData	/en-US/docs/Web/API/VRFrameData	true	false	false	false	The VRFrameData interface of the WebVR API represents all the information needed to render a single frame of a VR scene; constructed by VRDisplay.getFrameData().
VRLayerInit	/en-US/docs/Web/API/VRLayerInit	true	false	false	false	The VRLayerInit interface (dictionary) of the WebVR API represents a content layer (an HTMLCanvasElement or OffscreenCanvas) that you want to present in a VR display.
VRPose	/en-US/docs/Web/API/VRPose	true	false	false	false	The VRPose interface of the WebVR API represents the state of a VR sensor at a given timestamp (which includes orientation, position, velocity, and acceleration information.)
VRStageParameters	/en-US/docs/Web/API/VRStageParameters	true	false	false	false	The VRStageParameters interface of the WebVR API represents the values describing the the stage area for devices that support room-scale experiences.
VTTCue	/en-US/docs/Web/API/VTTCue	false	false	false	false	This interface also inherits properties from TextTrackCue.
VTTRegion	/en-US/docs/Web/API/VTTRegion	false	false	false	false	The VTTRegion interface—part of the API for handling WebVTT (text tracks on media presentations)—describes a portion of the video to render a VTTCue onto.
ValidityState	/en-US/docs/Web/API/ValidityState	false	false	false	false	The ValidityState interface represents the validity states that an element can be in, with respect to constraint validation. Together, they help explain why an element's value fails to validate, if it's not valid.
VideoConfiguration	/en-US/docs/Web/API/VideoConfiguration	true	false	false	false	The VideoConfiguration dictionary of the Media Capabilities API is used to define the video file being tested when calling the MediaCapabilities methods encodingInfo() and decodingInfo() to determine whether or not the described video configuration is supported, and how smoothly and how smoooth and power-efficient it can be handled.
VideoPlaybackQuality	/en-US/docs/Web/API/VideoPlaybackQuality	true	false	false	false	A VideoPlaybackQuality object is returned by the HTMLVideoElement.getVideoPlaybackQuality() method and contains metrics that can be used to determine the playback quality of a video.
VideoTrack	/en-US/docs/Web/API/VideoTrack	false	false	false	false	The VideoTrack interface represents a single video track from a <video> element.
VideoTrackList	/en-US/docs/Web/API/VideoTrackList	false	false	false	false	The VideoTrackList interface is used to represent a list of the video tracks contained within a <video> element, with each track represented by a separate VideoTrack object in the list.
VisualViewport	/en-US/docs/Web/API/VisualViewport	true	false	false	false	The VisualViewport interface of the Visual Viewport API represents the visual viewport for a given window. For a page containing iframes, each iframe, as well as the containing page, will have a unique window object. Each window on a page will have a unique VisualViewport representing the properties associated with that window.
WEBGL_color_buffer_float	/en-US/docs/Web/API/WEBGL_color_buffer_float	false	false	false	false	The WEBGL_color_buffer_float extension is part of the WebGL API and adds the ability to render to 32-bit floating-point color buffers.
WEBGL_compressed_texture_astc	/en-US/docs/Web/API/WEBGL_compressed_texture_astc	false	false	false	false	The WEBGL_compressed_texture_astc extension is part of the WebGL API and exposes Adaptive Scalable Texture Compression (ASTC) compressed texture formats to WebGL.
WEBGL_compressed_texture_atc	/en-US/docs/Web/API/WEBGL_compressed_texture_atc	false	false	false	false	The WEBGL_compressed_texture_atc extension is part of the WebGL API and exposes 3 ATC compressed texture formats. ATC is a proprietary compression algorithm for compressing textures on handheld devices.
WEBGL_compressed_texture_etc	/en-US/docs/Web/API/WEBGL_compressed_texture_etc	false	false	false	false	The WEBGL_compressed_texture_etc extension is part of the WebGL API and exposes 10 ETC/EAC compressed texture formats.
WEBGL_compressed_texture_etc1	/en-US/docs/Web/API/WEBGL_compressed_texture_etc1	false	false	false	false	The WEBGL_compressed_texture_etc1 extension is part of the WebGL API and exposes the ETC1 compressed texture format.
WEBGL_compressed_texture_pvrtc	/en-US/docs/Web/API/WEBGL_compressed_texture_pvrtc	false	false	false	false	The WEBGL_compressed_texture_pvrtc extension is part of the WebGL API and exposes four PVRTC compressed texture formats.
WEBGL_compressed_texture_s3tc	/en-US/docs/Web/API/WEBGL_compressed_texture_s3tc	false	false	false	false	The WEBGL_compressed_texture_s3tc extension is part of the WebGL API and exposes four S3TC compressed texture formats.
WEBGL_compressed_texture_s3tc_srgb	/en-US/docs/Web/API/WEBGL_compressed_texture_s3tc_srgb	false	false	false	false	The WEBGL_compressed_texture_s3tc_srgb extension is part of the WebGL API and exposes four S3TC compressed texture formats for the sRGB colorspace.
WEBGL_debug_renderer_info	/en-US/docs/Web/API/WEBGL_debug_renderer_info	false	false	false	false	The WEBGL_debug_renderer_info extension is part of the WebGL API and exposes two constants with information about the graphics driver for debugging purposes.
WEBGL_debug_shaders	/en-US/docs/Web/API/WEBGL_debug_shaders	false	false	false	false	The WEBGL_debug_shaders extension is part of the WebGL API and exposes a method to debug shaders from privileged contexts.
WEBGL_depth_texture	/en-US/docs/Web/API/WEBGL_depth_texture	false	false	false	false	The WEBGL_depth_texture extension is part of the WebGL API and defines 2D depth and depth-stencil textures.
WEBGL_draw_buffers	/en-US/docs/Web/API/WEBGL_draw_buffers	false	false	false	false	The WEBGL_draw_buffers extension is part of the WebGL API and enables a fragment shader to write to several textures, which is useful for deferred shading, for example.
WEBGL_lose_context	/en-US/docs/Web/API/WEBGL_lose_context	false	false	false	false	The WEBGL_lose_context extension is part of the WebGL API and exposes functions to simulate losing and restoring a WebGLRenderingContext.
WakeLock	/en-US/docs/Web/API/WakeLock	false	false	false	false	The WakeLock interface of the Screen Wake Lock API prevents device screens from dimming or locking when an application needs to keep running.
WakeLockSentinel	/en-US/docs/Web/API/WakeLockSentinel	false	false	false	false	The WakeLockSentinel interface of the Screen Wake Lock API provides a handle to the underlying platform wake lock and can be manually released and reacquired. An Object representing the wake lock is returned via the navigator.wakelock.request() method.
WaveShaperNode	/en-US/docs/Web/API/WaveShaperNode	false	false	false	false	A WaveShaperNode always has exactly one input and one output.
WebGL2RenderingContext	/en-US/docs/Web/API/WebGL2RenderingContext	true	false	false	false	The WebGL2RenderingContext interface provides the OpenGL ES 3.0 rendering context for the drawing surface of an HTML <canvas> element.
WebGLActiveInfo	/en-US/docs/Web/API/WebGLActiveInfo	false	false	false	false	The WebGLActiveInfo interface is part of the WebGL API and represents the information returned by calling the WebGLRenderingContext.getActiveAttrib() and WebGLRenderingContext.getActiveUniform() methods.
WebGLBuffer	/en-US/docs/Web/API/WebGLBuffer	false	false	false	false	The WebGLBuffer interface is part of the WebGL API and represents an opaque buffer object storing data such as vertices or colors.
WebGLContextEvent	/en-US/docs/Web/API/WebGLContextEvent	false	false	false	false	The WebContextEvent interface is part of the WebGL API and is an interface for an event that is generated in response to a status change to the WebGL rendering context.
